/home/vitmas/Desktop/unity data/IMG/center_2019_10_17_09_23_51_183.jpg, /home/vitmas/Desktop/unity data/IMG/left_2019_10_17_09_23_51_183.jpg, /home/vitmas/Desktop/unity data/IMG/right_2019_10_17_09_23_51_183.jpg, 0, 0, 0, 7.864849E-05
/home/vitmas/Desktop/unity data/IMG/center_2019_10_17_09_23_51_292.jpg, /home/vitmas/Desktop/unity data/IMG/left_2019_10_17_09_23_51_292.jpg, /home/vitmas/Desktop/unity data/IMG/right_2019_10_17_09_23_51_292.jpg, 0, 0, 0, 7.863764E-05
/home/vitmas/Desktop/unity data/IMG/center_2019_10_17_09_23_51_396.jpg, /home/vitmas/Desktop/unity data/IMG/left_2019_10_17_09_23_51_396.jpg, /home/vitmas/Desktop/unity data/IMG/right_2019_10_17_09_23_51_396.jpg, 0, 0, 0, 7.842651E-05
/home/vitmas/Desktop/unity data/IMG/center_2019_10_17_09_23_51_515.jpg, /home/vitmas/Desktop/unity data/IMG/left_2019_10_17_09_23_51_515.jpg, /home/vitmas/Desktop/unity data/IMG/right_2019_10_17_09_23_51_515.jpg, 0, 0, 0, 7.886226E-05
/home/vitmas/Desktop/unity data/IMG/center_2019_10_17_09_23_51_616.jpg, /home/vitmas/Desktop/unity data/IMG/left_2019_10_17_09_23_51_616.jpg, /home/vitmas/Desktop/unity data/IMG/right_2019_10_17_09_23_51_616.jpg, 0, 0, 0, 7.877916E-05
/home/vitmas/Desktop/unity data/IMG/center_2019_10_17_09_23_51_721.jpg, /home/vitmas/Desktop/unity data/IMG/left_2019_10_17_09_23_51_721.jpg, /home/vitmas/Desktop/unity data/IMG/right_2019_10_17_09_23_51_721.jpg, 0, 0, 0, 8.018107E-05
/home/vitmas/Desktop/unity data/IMG/center_2019_10_17_09_23_51_839.jpg, /home/vitmas/Desktop/unity data/IMG/left_2019_10_17_09_23_51_839.jpg, /home/vitmas/Desktop/unity data/IMG/right_2019_10_17_09_23_51_839.jpg, 0, 0, 0, 7.79492E-05
/home/vitmas/Desktop/unity data/IMG/center_2019_10_17_09_23_51_941.jpg, /home/vitmas/Desktop/unity data/IMG/left_2019_10_17_09_23_51_941.jpg, /home/vitmas/Desktop/unity data/IMG/right_2019_10_17_09_23_51_941.jpg, 0, 0, 0, 7.844609E-05
/home/vitmas/Desktop/unity data/IMG/center_2019_10_17_09_23_52_041.jpg, /home/vitmas/Desktop/unity data/IMG/left_2019_10_17_09_23_52_041.jpg, /home/vitmas/Desktop/unity data/IMG/right_2019_10_17_09_23_52_041.jpg, 0, 0, 0, 7.820088E-05
/home/vitmas/Desktop/unity data/IMG/center_2019_10_17_09_23_52_145.jpg, /home/vitmas/Desktop/unity data/IMG/left_2019_10_17_09_23_52_145.jpg, /home/vitmas/Desktop/unity data/IMG/right_2019_10_17_09_23_52_145.jpg, 0, 0, 0, 7.826202E-05
/home/vitmas/Desktop/unity data/IMG/center_2019_10_17_09_23_52_246.jpg, /home/vitmas/Desktop/unity data/IMG/left_2019_10_17_09_23_52_246.jpg, /home/vitmas/Desktop/unity data/IMG/right_2019_10_17_09_23_52_246.jpg, 0, 0, 0, 7.901554E-05
/home/vitmas/Desktop/unity data/IMG/center_2019_10_17_09_23_52_348.jpg, /home/vitmas/Desktop/unity data/IMG/left_2019_10_17_09_23_52_348.jpg, /home/vitmas/Desktop/unity data/IMG/right_2019_10_17_09_23_52_348.jpg, 0, 0, 0, 7.878272E-05
/home/vitmas/Desktop/unity data/IMG/center_2019_10_17_09_23_52_449.jpg, /home/vitmas/Desktop/unity data/IMG/left_2019_10_17_09_23_52_449.jpg, /home/vitmas/Desktop/unity data/IMG/right_2019_10_17_09_23_52_449.jpg, 0, 0, 0, 8.082511E-05
/home/vitmas/Desktop/unity data/IMG/center_2019_10_17_09_23_52_552.jpg, /home/vitmas/Desktop/unity data/IMG/left_2019_10_17_09_23_52_552.jpg, /home/vitmas/Desktop/unity data/IMG/right_2019_10_17_09_23_52_552.jpg, 0, 0, 0, 7.851591E-05
/home/vitmas/Desktop/unity data/IMG/center_2019_10_17_09_23_52_663.jpg, /home/vitmas/Desktop/unity data/IMG/left_2019_10_17_09_23_52_663.jpg, /home/vitmas/Desktop/unity data/IMG/right_2019_10_17_09_23_52_663.jpg, 0, 0.3004739, 0, 0.2462247
/home/vitmas/Desktop/unity data/IMG/center_2019_10_17_09_23_52_766.jpg, /home/vitmas/Desktop/unity data/IMG/left_2019_10_17_09_23_52_766.jpg, /home/vitmas/Desktop/unity data/IMG/right_2019_10_17_09_23_52_766.jpg, 0, 0.608355, 0, 0.7693459
/home/vitmas/Desktop/unity data/IMG/center_2019_10_17_09_23_52_886.jpg, /home/vitmas/Desktop/unity data/IMG/left_2019_10_17_09_23_52_886.jpg, /home/vitmas/Desktop/unity data/IMG/right_2019_10_17_09_23_52_886.jpg, 0, 0.9643142, 0, 1.970437
/home/vitmas/Desktop/unity data/IMG/center_2019_10_17_09_23_52_975.jpg, /home/vitmas/Desktop/unity data/IMG/left_2019_10_17_09_23_52_975.jpg, /home/vitmas/Desktop/unity data/IMG/right_2019_10_17_09_23_52_975.jpg, -0.06288886, 1, 0, 3.159409
